Associated_Codes,Cash_Discount_Price_Price,DeIdentified_Max_Allowed,Deidentified_Min_Allowed,description,Gross_Charge,iobSelection,payer,Payer_Allowed_Amount
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Behavioral Health Managed Care,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Dual Complete Managed Care,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Health Maintenance Organization,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Indemnity Insurance,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Medicaid,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Medicare Advantage,N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Point of Service (POS),N/A
33218,3017.5900,3879.7600,3879.7600,Repair of Pacemaker Leads,8621.7000,Outpatient,United Healthcare Preferred Provider Organization (PPO),N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Exclusive Provider Organization (EPO),8.0500
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Health Maintenance Organization,6.7500
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Indemnity Insurance,7.9200
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Medicaid,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Medicare Advantage,3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Point of Service (POS),7.9700
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Aetna Preferred Provider Organization (PPO),7.1200
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Health Maintenance Organization,4.6100
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Indemnity Insurance,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Medicaid,2.6700
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Medicare Advantage,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Point of Service (POS),N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),4.9700
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Exclusive Provider Organization (EPO),10.6300
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Health Maintenance Organization,4.6100
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Indemnity Insurance,2.2300
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Medicare Advantage,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Point of Service (POS),2.4800
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Cigna Preferred Provider Organization (PPO),3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Colorado Access Medicaid,3.3800
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Denver Health Medical Plan Health Maintenance Organization,5.5400
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Denver Health Medical Plan Medicare Advantage,3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Humana Health Maintenance Organization,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Humana Medicaid,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Humana Medicare Advantage,3.4300
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Humana Point of Service (POS),N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Humana Preferred Provider Organization (PPO),3.7600
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,PacifiCare of Colorado Medicare Advantage,3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),4.9700
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,5.2400
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,5.5600
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,4.1600
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,4.1100
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),4.9700
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),4.9800
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Behavioral Health Managed Care,N/A
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Dual Complete Managed Care,3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Exclusive Provider Organization (EPO),3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Health Maintenance Organization,3.0100
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Indemnity Insurance,4.1100
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Medicaid,2.7600
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Medicare Advantage,3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Point of Service (POS),3.0000
36415,5.0000,10.6300,2.2300,Blood Draw From Vein Using Needle,14.2900,Outpatient,United Healthcare Preferred Provider Organization (PPO),3.7000
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Indemnity Insurance,1664.3200
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Medicare Advantage,904.2400
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Point of Service (POS),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Aetna Preferred Provider Organization (PPO),737.5600
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Indemnity Insurance,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Medicare Advantage,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Point of Service (POS),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Indemnity Insurance,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Medicare Advantage,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Point of Service (POS),1949.2000
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Colorado Access Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Denver Health Medical Plan Health Maintenance Organization,635.1900
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Denver Health Medical Plan Medicare Advantage,1029.1600
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Humana Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Humana Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Humana Medicare Advantage,775.0600
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Humana Point of Service (POS),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Humana Preferred Provider Organization (PPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,PacifiCare of Colorado Medicare Advantage,890.3300
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),1777.7000
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Behavioral Health Managed Care,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Dual Complete Managed Care,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Exclusive Provider Organization (EPO),1483.9400
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Health Maintenance Organization,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Indemnity Insurance,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Medicaid,N/A
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Medicare Advantage,884.0400
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Point of Service (POS),1567.3600
45380,824.8500,1949.2000,635.1900,Exam of Entire Large Intestine with Biopsy Using Colonoscope,2356.7200,Outpatient,United Healthcare Preferred Provider Organization (PPO),683.1800
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Health Maintenance Organization,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Indemnity Insurance,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Medicaid,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Medicare Advantage,947.2900
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Point of Service (POS),2209.4700
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Aetna Preferred Provider Organization (PPO),1181.6000
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Indemnity Insurance,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Medicaid,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Medicare Advantage,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Point of Service (POS),N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Cigna Health Maintenance Organization,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Cigna Indemnity Insurance,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Cigna Medicare Advantage,N/A
45385,883.4000,2209.4700,683.0200,Removal of Growth from Large Intestine By Snare Using Colonoscope,2524.0100,Outpatient,Cigna Point of Service (POS),2051.6000
